NO-GUROBI HEURISTIC SOLUTION
====================================

problemName: 20170608T121825920767
vehicleFileID: 101
cutoffTime: 3600.000000
problemType: 2
problemTypeString: mFSTSP No-Gurobi Heuristic
numUAVs: 3
numTrucks: -1
requireTruckAtDepot: True
requireDriver: True
Etype: 3
ITER: 1

Objective Function Value: 4694.547925
Truck Waiting Time: 0.000000
UAV Waiting Time: 290.857633
Number of Truck Customers: 9
Number of UAV Customers: 1
Runtime: 0.004118

Validation:
{'valid': True, 'missing_customers': [], 'duplicated_customers': [], 'extra_customers': []}

Truck Customers:
[1, 2, 3, 5, 6, 7, 8, 9, 10]

UAV Customers:
[4]

Truck Route:
[0, 1, 5, 7, 9, 10, 8, 2, 6, 3, 0]

UAV Sorties:
(2, 9, 4, 10)

Activity Log:
{'time': 0, 'activity': 'truck_arrive', 'node': 0}
{'time': 208.606365, 'activity': 'truck_travel_done', 'from': 0, 'to': 1}
{'time': 208.606365, 'activity': 'truck_arrive', 'node': 1}
{'time': 238.606365, 'activity': 'truck_service_done', 'node': 1}
{'time': 442.078688, 'activity': 'truck_travel_done', 'from': 1, 'to': 5}
{'time': 442.078688, 'activity': 'truck_arrive', 'node': 5}
{'time': 472.078688, 'activity': 'truck_service_done', 'node': 5}
{'time': 1235.124354, 'activity': 'truck_travel_done', 'from': 5, 'to': 7}
{'time': 1235.124354, 'activity': 'truck_arrive', 'node': 7}
{'time': 1265.124354, 'activity': 'truck_service_done', 'node': 7}
{'time': 2408.844758, 'activity': 'truck_travel_done', 'from': 7, 'to': 9}
{'time': 2408.844758, 'activity': 'truck_arrive', 'node': 9}
{'time': 2438.844758, 'activity': 'truck_service_done', 'node': 9}
{'time': 2498.844758, 'activity': 'uav_launched', 'uav': 2, 'launch_node': 9, 'uav_customer': 4, 'recovery_node': 10, 'uav_expected_recovery_time': 3096.8963147275194}
{'time': 3387.753948, 'activity': 'truck_travel_done', 'from': 9, 'to': 10}
{'time': 3387.753948, 'activity': 'truck_arrive', 'node': 10}
{'time': 3417.753948, 'activity': 'uav_recovered', 'uav': 2, 'launch_node': 9, 'uav_customer': 4, 'recovery_node': 10}
{'time': 3447.753948, 'activity': 'truck_service_done', 'node': 10}
{'time': 3651.34139, 'activity': 'truck_travel_done', 'from': 10, 'to': 8}
{'time': 3651.34139, 'activity': 'truck_arrive', 'node': 8}
{'time': 3681.34139, 'activity': 'truck_service_done', 'node': 8}
{'time': 3829.668464, 'activity': 'truck_travel_done', 'from': 8, 'to': 2}
{'time': 3829.668464, 'activity': 'truck_arrive', 'node': 2}
{'time': 3859.668464, 'activity': 'truck_service_done', 'node': 2}
{'time': 4074.0156079999997, 'activity': 'truck_travel_done', 'from': 2, 'to': 6}
{'time': 4074.0156079999997, 'activity': 'truck_arrive', 'node': 6}
{'time': 4104.015608, 'activity': 'truck_service_done', 'node': 6}
{'time': 4608.015945, 'activity': 'truck_travel_done', 'from': 6, 'to': 3}
{'time': 4608.015945, 'activity': 'truck_arrive', 'node': 3}
{'time': 4638.015945, 'activity': 'truck_service_done', 'node': 3}
{'time': 4694.547925, 'activity': 'truck_travel_done', 'from': 3, 'to': 0}
{'time': 4694.547925, 'activity': 'truck_arrive', 'node': 0}
