NO-GUROBI HEURISTIC SOLUTION
====================================

problemName: 20170608T122043762852
vehicleFileID: 101
cutoffTime: 3600.000000
problemType: 2
problemTypeString: mFSTSP No-Gurobi Heuristic
numUAVs: 3
numTrucks: -1
requireTruckAtDepot: True
requireDriver: True
Etype: 3
ITER: 1

Objective Function Value: 1296.413501
Truck Waiting Time: 0.000000
UAV Waiting Time: 0.000000
Number of Truck Customers: 10
Number of UAV Customers: 0
Runtime: 0.002616

Validation:
{'valid': True, 'missing_customers': [], 'duplicated_customers': [], 'extra_customers': []}

Truck Customers:
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]

UAV Customers:
[]

Truck Route:
[0, 2, 10, 1, 6, 8, 7, 9, 5, 4, 3, 0]

UAV Sorties:

Activity Log:
{'time': 0, 'activity': 'truck_arrive', 'node': 0}
{'time': 108.531817, 'activity': 'truck_travel_done', 'from': 0, 'to': 2}
{'time': 108.531817, 'activity': 'truck_arrive', 'node': 2}
{'time': 138.531817, 'activity': 'truck_service_done', 'node': 2}
{'time': 227.924616, 'activity': 'truck_travel_done', 'from': 2, 'to': 10}
{'time': 227.924616, 'activity': 'truck_arrive', 'node': 10}
{'time': 257.924616, 'activity': 'truck_service_done', 'node': 10}
{'time': 283.44639, 'activity': 'truck_travel_done', 'from': 10, 'to': 1}
{'time': 283.44639, 'activity': 'truck_arrive', 'node': 1}
{'time': 313.44639, 'activity': 'truck_service_done', 'node': 1}
{'time': 350.401681, 'activity': 'truck_travel_done', 'from': 1, 'to': 6}
{'time': 350.401681, 'activity': 'truck_arrive', 'node': 6}
{'time': 380.401681, 'activity': 'truck_service_done', 'node': 6}
{'time': 487.39311, 'activity': 'truck_travel_done', 'from': 6, 'to': 8}
{'time': 487.39311, 'activity': 'truck_arrive', 'node': 8}
{'time': 517.39311, 'activity': 'truck_service_done', 'node': 8}
{'time': 761.866543, 'activity': 'truck_travel_done', 'from': 8, 'to': 7}
{'time': 761.866543, 'activity': 'truck_arrive', 'node': 7}
{'time': 791.866543, 'activity': 'truck_service_done', 'node': 7}
{'time': 897.580119, 'activity': 'truck_travel_done', 'from': 7, 'to': 9}
{'time': 897.580119, 'activity': 'truck_arrive', 'node': 9}
{'time': 927.580119, 'activity': 'truck_service_done', 'node': 9}
{'time': 1014.2408969999999, 'activity': 'truck_travel_done', 'from': 9, 'to': 5}
{'time': 1014.2408969999999, 'activity': 'truck_arrive', 'node': 5}
{'time': 1044.240897, 'activity': 'truck_service_done', 'node': 5}
{'time': 1105.3700999999999, 'activity': 'truck_travel_done', 'from': 5, 'to': 4}
{'time': 1105.3700999999999, 'activity': 'truck_arrive', 'node': 4}
{'time': 1135.3700999999999, 'activity': 'truck_service_done', 'node': 4}
{'time': 1195.527932, 'activity': 'truck_travel_done', 'from': 4, 'to': 3}
{'time': 1195.527932, 'activity': 'truck_arrive', 'node': 3}
{'time': 1225.527932, 'activity': 'truck_service_done', 'node': 3}
{'time': 1296.413501, 'activity': 'truck_travel_done', 'from': 3, 'to': 0}
{'time': 1296.413501, 'activity': 'truck_arrive', 'node': 0}
